更新日期,#genre#
CCTV2,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228348/42329899.smil/index.m3u8?fmt=ts2hls$IPV4•线路45
CCTV2,http://148.135.93.213/live.php?id=CCTV2$IPV4•线路46
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$IPV4•线路47
CCTV2,http://113.101.244.11:10000/rtp/239.253.43.17:5146$IPV4•线路48
CCTV2,http://113.101.244.11:10000/rtp/239.77.0.137:5146$IPV4•线路49
CCTV2,http://113.101.244.11:10000/rtp/239.77.1.158:5146$IPV4•线路50
CCTV2,http://113.102.83.97:4022/rtp/239.253.43.17:5146$IPV4•线路51
CCTV2,http://113.102.83.97:4022/rtp/239.77.0.137:5146$IPV4•线路52
CCTV2,http://113.102.83.97:4022/rtp/239.77.1.158:5146$IPV4•线路53
CCTV2,http://117.69.43.137:4022/rtp/238.1.78.235:7752$IPV4•线路54
CCTV2,http://171.213.234.216:8089/rtp/239.93.1.23:6000$IPV4•线路55
CCTV2,http://183.160.35.31:4022/rtp/238.1.78.235:7752$IPV4•线路56
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8$IPV4•线路57
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$IPV4•线路58
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$IPV4•线路59
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8$IPV4•线路60
CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8$IPV4•线路61
CCTV2,http://175.8.28.207:9999/tsfile/live/0002_1.m3u8$IPV4•线路62
CCTV2,https://www.wmviv.com/iptv/bc2t.php?id=cctv2$IPV4•线路63
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8$IPV4•线路64
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$IPV4•线路65
CCTV2,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1009$IPV4•线路66
CCTV2,http://live2.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路67
CCTV2,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMi9pbmRleC5tM3U4$IPV4•线路68
CCTV2,http://sh.lnott.top:880/dx02.m3u8$IPV4•线路69
CCTV2,http://218.206.221.78:90/hls/2/index.m3u8$IPV4•线路70
CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub$IPV4•线路71
CCTV2,https://smt.858.qzz.io/Smart.php?id=cctv2$IPV4•线路72
CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路73
CCTV2,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv2.flv$IPV4•线路74
CCTV2,http://php.cqshushu.ggff.net/jzb.php?id=cctv2&公众号【医工学习日志】$IPV4•线路75
CCTV2,http://111.43.126.240:9003/hls/14/index.m3u8$IPV4•线路76
CCTV3,https://xmlive.zeabur.app/yw/whyd?id=cctv3$IPV4•线路1
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3$IPV4•线路2
CCTV3,http://go.bkpcp.top/mg/cctv3$IPV4•线路3
CCTV3,http://m.061899.xyz/mg/cctv3$IPV4•线路4
CCTV3,http://116.77.239.26:44300/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$IPV4•线路6
CCTV3,http://111.29.9.33:6610/000000001000/1000000001000011218/index.m3u8?channel-id=bestzb&Contentid=1000000001000011218&livemode=1&stbId=3$IPV4•线路7
CCTV3,http://112.89.45.21/PLTV/88888973/224/3221226350/10000100000000060000000001464865_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8,0,7887,0,0&accountinfo=qL9TLkIYsZmx/OPSOG6mNAvyKOCScAe4hrX9Vo6puxGXw3qZ5Pmje9vqMpXjLeht0QDDT6IKU9j92Y9VVzXnz1yKE+1kYZFvmxPE4nzwhgNR2qlCmjm+k9ruYy/r9ZOr:20200814173311,END&GuardEncType=2$IPV4•线路8
CCTV3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227215/index.m3u8$IPV4•线路9
CCTV3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227402/index.m3u8$IPV4•线路10
CCTV3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227437/index.m3u8$IPV4•线路11
CCTV3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227553/index.m3u8$IPV4•线路12
CCTV3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226201/index.m3u8$IPV4•线路13
CCTV3,http://111.48.34.138/000000001000PLTV/88888888/224/3221230150/1.m3u8$IPV4•线路14
CCTV3,http://111.48.34.138/000000001000PLTV/88888888/224/3221230394/1.m3u8$IPV4•线路15
CCTV3,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226632/.m3u8$IPV4•线路16
CCTV3,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-3/1.m3u8?channel-id=ystenlive&Contentid=cctv-3&livemode=1$IPV4•线路17
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221228237/index.m3u8$IPV4•线路18
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221228392/index.m3u8$IPV4•线路19
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221225588/index.m3u8$IPV4•线路20
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221227481/index.m3u8$IPV4•线路21
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221227295/index.m3u8$IPV4•线路22
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221227650/index.m3u8$IPV4•线路23
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221227424/index.m3u8$IPV4•线路24
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221227623/index.m3u8$IPV4•线路25
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221228188/index.m3u8$IPV4•线路26
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221227546/index.m3u8$IPV4•线路27
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221228126/index.m3u8$IPV4•线路28
CCTV3,http://ott.mobaibox.com/PLTV/-/224/3221228909/index.m3u8$IPV4•线路29
CCTV3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226614/1.m3u8$IPV4•线路30
CCTV3,http://219.150.217.47:6610/PLTV1/80/index.m3u8?icpid=dxrm1$IPV4•线路31
CCTV3,http://39.134.240.3/PLTV/2/224/3221226190/index.m3u8$IPV4•线路32
CCTV3,http://111.23.232.117:80/180000001001/00000001000000001001000000000051/main.m3u8$IPV4•线路33
CCTV3,http://36.158.166.3:8089/180000001002/00000001000000000008000000047432/main.m3u8$IPV4•线路34
CCTV3,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000099000000197685/main.m3u8?channel-id=ystenlive&Contentid=1000000000099000000197685&livemode=1&stbId=4$IPV4•线路35
CCTV3,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000371/index.m3u8$IPV4•线路36
CCTV3,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000359/index.m3u8$IPV4•线路37
CCTV3,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8$IPV4•线路38
CCTV3,http://39.134.65.106/PLTV/88888888/224/3221225799/1.m3u8$IPV4•线路39
CCTV3,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/1/index.m3u8?fmt=ts2hls$IPV4•线路40
CCTV3,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/1/index.m3u8?fmt=ts2hls$IPV4•线路41
CCTV3,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/1/index.m3u8?fmt=ts2hls$IPV4•线路42
CCTV3,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232596/341734363.smil/index.m3u8?fmt=ts2hls$IPV4•线路43
CCTV3,http://101.35.240.114:88/live.php?id=CCTV3$IPV4•线路44
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$IPV4•线路45
CCTV3,http://113.101.244.11:10000/rtp/239.77.0.169:5146$IPV4•线路46
CCTV3,http://113.101.244.11:10000/rtp/239.77.0.175:5146$IPV4•线路47
CCTV3,http://113.102.83.97:4022/rtp/239.77.0.169:5146$IPV4•线路48
CCTV3,http://113.102.83.97:4022/rtp/239.77.0.175:5146$IPV4•线路49
CCTV3,http://117.69.43.137:4022/rtp/238.1.78.170:7232$IPV4•线路50
CCTV3,http://171.213.234.216:8089/rtp/239.93.0.109:5140$IPV4•线路51
CCTV3,http://183.160.35.31:4022/rtp/238.1.78.170:7232$IPV4•线路52
CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8$IPV4•线路53
CCTV3,http://183.11.239.36:808/hls/91/index.m3u8$IPV4•线路54
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$IPV4•线路55
CCTV3,http://112.46.85.60:8009/hls/3/index.m3u8$IPV4•线路56
CCTV3,https://tvpull.careryun.com/live/02b04ee89a7bea25b7778c181285fd0b.m3u8?txSecret=7e4ec46581a0e079a32202ea984c8428&txTime=68f4d75a$IPV4•线路57
CCTV3,http://175.8.28.207:9999/tsfile/live/0003_1.m3u8$IPV4•线路58
CCTV3,https://www.wmviv.com/iptv/bc2t.php?id=cctv3$IPV4•线路59
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8$IPV4•线路60
CCTV3,https://zby.130519.xyz/PLTV/11/224/3221225766/index.m3u8$IPV4•线路61
CCTV3,https://stream1.freetv.fun/cctv3-39.m3u8$IPV4•线路62
CCTV3,http://www.chutouge.top:34022/rtp/239.3.1.172:8001$IPV4•线路63
CCTV3,http://live2.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路64
CCTV3,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMy9pbmRleC5tM3U4$IPV4•线路65
CCTV3,http://sh.lnott.top:880/dx03.m3u8$IPV4•线路66
CCTV3,http://218.206.221.78:90/hls/3/index.m3u8$IPV4•线路67
CCTV3,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub$IPV4•线路68
CCTV3,https://smt.858.qzz.io/Smart.php?id=cctv3$IPV4•线路69
CCTV3,http://120.202.94.181:9446/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路70
CCTV3,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv3.flv$IPV4•线路71
CCTV3,http://php.cqshushu.ggff.net/jzb.php?id=cctv3&公众号【医工学习日志】$IPV4•线路72
CCTV3,http://111.43.126.240:9003/hls/15/index.m3u8$IPV4•线路73
CCTV4,https://xmlive.zeabur.app/yw/whyd?id=cctv4$IPV4•线路1
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4$IPV4•线路2
CCTV4,http://go.bkpcp.top/mg/cctv4$IPV4•线路3
CCTV4,http://m.061899.xyz/mg/cctv4$IPV4•线路4
CCTV4,http://116.77.239.26:44300/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV4,http://111.29.9.33:6610/000000001000/1000000002000031664/index.m3u8?channel-id=bestzb&Contentid=1000000002000031664&livemode=1&stbId=3$IPV4•线路6
CCTV4,http://112.89.45.21/PLTV/88888973/224/3221226356/10000100000000060000000001481216_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8,0,7872,0,0&accountinfo=qL9TLkIYsZmx/OPSOG6mNAvyKOCScAe4hrX9Vo6puxGXw3qZ5Pmje9vqMpXjLeht0QDDT6IKU9j92Y9VVzXnz1yKE+1kYZFvmxPE4nzwhgPEEalEBqKUJuvkq4RS+JgW:20200814173311,END&GuardEncType=2$IPV4•线路7
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226176/index.m3u8$IPV4•线路8
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226692/index.m3u8$IPV4•线路9
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226899/index.m3u8$IPV4•线路10
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227324/index.m3u8$IPV4•线路11
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227419/index.m3u8$IPV4•线路12
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227556/index.m3u8$IPV4•线路13
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226189/index.m3u8$IPV4•线路14
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226741/index.m3u8$IPV4•线路15
CCTV4,http://111.48.34.138/000000001000PLTV/88888888/224/3221229862/1.m3u8$IPV4•线路16
CCTV4,http://111.48.34.138/000000001000PLTV/88888888/224/3221230489/1.m3u8$IPV4•线路17
CCTV4,http://111.48.34.138/000000001000PLTV/88888888/224/3221230530/1.m3u8$IPV4•线路18
CCTV4,http://111.48.34.138/000000001000PLTV/88888888/224/3221230585/1.m3u8$IPV4•线路19
CCTV4,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226683/.m3u8$IPV4•线路20
CCTV4,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-4/1.m3u8?channel-id=ystenlive&Contentid=cctv-4&livemode=1$IPV4•线路21
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221227378/index.m3u8$IPV4•线路22
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221225534/index.m3u8$IPV4•线路23
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221227658/index.m3u8$IPV4•线路24
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221227683/index.m3u8$IPV4•线路25
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221228156/index.m3u8$IPV4•线路26
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221227489/index.m3u8$IPV4•线路27
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221227549/index.m3u8$IPV4•线路28
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221228091/index.m3u8$IPV4•线路29
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221228307/index.m3u8$IPV4•线路30
CCTV4,http://ott.mobaibox.com/PLTV/-/224/3221228892/index.m3u8$IPV4•线路31
CCTV4,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227235/1.m3u8$IPV4•线路32
CCTV4,http://219.150.217.47:6610/PLTV1/100/index.m3u8?icpid=dxrm1$IPV4•线路33
CCTV4,http://39.134.240.3/PLTV/2/224/3221225829/index.m3u8$IPV4•线路34
CCTV4,http://111.23.232.117:80/180000001001/00000001000000001001000000000052/main.m3u8$IPV4•线路35
CCTV4,http://36.158.166.3:8089/180000001002/00000001000000000008000000047433/main.m3u8$IPV4•线路36
CCTV4,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000099000000197688/main.m3u8?channel-id=ystenlive&Contentid=1000000000099000000197688&livemode=1&stbId=4$IPV4•线路37
CCTV4,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000320/index.m3u8$IPV4•线路38
CCTV4,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8$IPV4•线路39
CCTV4,http://39.134.65.106/PLTV/88888888/224/3221226092/1.m3u8$IPV4•线路40
CCTV4,http://39.134.65.106/PLTV/88888888/224/3221225797/1.m3u8$IPV4•线路41
CCTV4,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225744/1/index.m3u8?fmt=ts2hls$IPV4•线路42
CCTV4,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225779/1/index.m3u8?fmt=ts2hls$IPV4•线路43
CCTV4,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229749/114276458.smil/index.m3u8?fmt=ts2hls$IPV4•线路44
CCTV4,http://148.135.93.213/live.php?id=CCTV4$IPV4•线路45
CCTV4,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$IPV4•线路46
CCTV4,http://113.101.244.11:10000/rtp/239.253.43.120:5146$IPV4•线路47
CCTV4,http://113.101.244.11:10000/rtp/239.253.43.121:5146$IPV4•线路48
CCTV4,http://113.101.244.11:10000/rtp/239.77.0.78:5146$IPV4•线路49
CCTV4,http://113.101.244.11:10000/rtp/239.77.1.163:5146$IPV4•线路50
CCTV4,http://113.101.244.11:10000/rtp/239.77.1.166:5146$IPV4•线路51
CCTV4,http://113.102.83.97:4022/rtp/239.253.43.120:5146$IPV4•线路52
CCTV4,http://113.102.83.97:4022/rtp/239.253.43.121:5146$IPV4•线路53
CCTV4,http://113.102.83.97:4022/rtp/239.77.0.78:5146$IPV4•线路54
CCTV4,http://113.102.83.97:4022/rtp/239.77.1.163:5146$IPV4•线路55
CCTV4,http://113.102.83.97:4022/rtp/239.77.1.166:5146$IPV4•线路56
CCTV4,http://117.69.43.137:4022/rtp/238.1.78.236:7760$IPV4•线路57
CCTV4,http://171.213.234.216:8089/rtp/239.93.1.105:5140$IPV4•线路58
CCTV4,http://183.160.35.31:4022/rtp/238.1.78.236:7760$IPV4•线路59
CCTV4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8$IPV4•线路60
CCTV4,http://183.11.239.36:808/hls/22/index.m3u8$IPV4•线路61
CCTV4,http://183.11.239.36:808/hls/77/index.m3u8$IPV4•线路62
CCTV4,http://183.11.239.36:808/hls/67/index.m3u8$IPV4•线路63
CCTV4,http://120.211.62.180:8000/hls/4/index.m3u8$IPV4•线路64
CCTV4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$IPV4•线路65
CCTV4,http://175.8.28.207:9999/tsfile/live/0004_1.m3u8$IPV4•线路66
CCTV4,https://www.wmviv.com/iptv/bc2t.php?id=cctv4$IPV4•线路67
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8$IPV4•线路68
CCTV4,https://zby.130519.xyz/PLTV/11/224/3221226124/index.m3u8$IPV4•线路69
CCTV4,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv4$IPV4•线路70
CCTV4,http://live2.rxip.sc96655.com/live/CCTV-4H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路71
CCTV4,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNC9pbmRleC5tM3U4$IPV4•线路72
CCTV4,http://sh.lnott.top:880/dx04.m3u8$IPV4•线路73
CCTV4,http://218.206.221.78:90/hls/4/index.m3u8$IPV4•线路74
CCTV4,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub$IPV4•线路75
CCTV4,https://smt.858.qzz.io/Smart.php?id=Cctv4$IPV4•线路76
CCTV4,http://120.202.94.181:9446/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路77
CCTV4,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv4.flv$IPV4•线路78
CCTV4,http://php.cqshushu.ggff.net/jzb.php?id=cctv4&公众号【医工学习日志】$IPV4•线路79
CCTV4,http://111.43.126.240:9003/hls/16/index.m3u8$IPV4•线路80
CCTV5,https://xmlive.zeabur.app/yw/whyd?id=cctv5$IPV4•线路1
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5$IPV4•线路2
CCTV5,http://go.bkpcp.top/mg/cctv5$IPV4•线路3
CCTV5,http://m.061899.xyz/mg/cctv5$IPV4•线路4
CCTV5,http://116.77.239.26:44300/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路5
CCTV5,http://111.29.9.33:6610/000000001000/1000000001000004794/index.m3u8?channel-id=bestzb&Contentid=1000000001000004794&livemode=1&stbId=3$IPV4•线路6
CCTV5,http://112.89.45.22/PLTV/88888973/224/3221226352/10000100000000060000000001464824_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8,0,7812,0,0&accountinfo=Ecdgxo/ZrJt2LLmCf35WDV93HhSQ6uyozHVhVp6G+VFrNmu9j/ko0ym19oXpcyfbuGW8TQvEXQRX8oshQ5zDjV3OWZT6eosVu50MBl4cvnF1uLBSsdiHrzXfQ0NftYci:20220726150505,9002014097152,27.47.198.14,20220726150505,10000100000000050000000001601420,BCF50CA8E4F35175839B83C81BCEF361,-1,1,1,,,2,,,,2,END&GuardEncType=2$IPV4•线路7
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227218/index.m3u8$IPV4•线路8
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227338/index.m3u8$IPV4•线路9
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227425/index.m3u8$IPV4•线路10
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227522/index.m3u8$IPV4•线路11
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226200/index.m3u8$IPV4•线路12
CCTV5,http://111.48.34.138/000000001000PLTV/88888888/224/3221230165/1.m3u8$IPV4•线路13
CCTV5,http://111.48.34.138/000000001000PLTV/88888888/224/3221230400/1.m3u8$IPV4•线路14
CCTV5,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226640/.m3u8$IPV4•线路15
CCTV5,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-5/1.m3u8?channel-id=ystenlive&Contentid=cctv-5&livemode=1$IPV4•线路16
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221228395/index.m3u8$IPV4•线路17
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227298/index.m3u8$IPV4•线路18
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227478/index.m3u8$IPV4•线路19
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227452/index.m3u8$IPV4•线路20
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227166/index.m3u8$IPV4•线路21
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227640/index.m3u8$IPV4•线路22
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227661/index.m3u8$IPV4•线路23
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221228082/index.m3u8$IPV4•线路24
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221228173/index.m3u8$IPV4•线路25
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227401/index.m3u8$IPV4•线路26
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227466/index.m3u8$IPV4•线路27
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227686/index.m3u8$IPV4•线路28
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221228179/index.m3u8$IPV4•线路29
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227537/index.m3u8$IPV4•线路30
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221227617/index.m3u8$IPV4•线路31
CCTV5,http://ott.mobaibox.com/PLTV/-/224/3221228965/index.m3u8$IPV4•线路32
CCTV5,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226635/1.m3u8$IPV4•线路33
CCTV5,http://219.150.217.47:6610/PLTV1/120/index.m3u8?icpid=dxrm1$IPV4•线路34
CCTV5,http://39.134.240.3/PLTV/2/224/3221225827/index.m3u8$IPV4•线路35
CCTV5,http://111.23.232.117:80/180000001001/00000001000000001001000000000053/main.m3u8$IPV4•线路36
CCTV5,http://36.158.166.3:8089/180000001002/00000001000000000008000000047434/main.m3u8$IPV4•线路37
CCTV5,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000099000000197689/main.m3u8?channel-id=ystenlive&Contentid=1000000000099000000197689&livemode=1&stbId=4$IPV4•线路38
CCTV5,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000372/index.m3u8$IPV4•线路39
CCTV5,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000360/index.m3u8$IPV4•线路40
CCTV5,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8$IPV4•线路41
CCTV5,http://39.134.65.106/PLTV/88888888/224/3221225818/1.m3u8$IPV4•线路42
CCTV5,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226043/1/index.m3u8?fmt=ts2hls$IPV4•线路43
CCTV5,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226248/1/index.m3u8?fmt=ts2hls$IPV4•线路44
CCTV5,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226259/1/index.m3u8?fmt=ts2hls$IPV4•线路45
CCTV5,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226024/1/index.m3u8?fmt=ts2hls$IPV4•线路46
CCTV5,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232648/341733164.smil/index.m3u8?fmt=ts2hls$IPV4•线路47
CCTV5,http://101.35.240.114:88/live.php?id=CCTV5$IPV4•线路48
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$IPV4•线路49
CCTV5,http://113.101.244.11:10000/rtp/239.77.0.170:5146$IPV4•线路50
CCTV5,http://113.101.244.11:10000/rtp/239.77.0.177:5146$IPV4•线路51
CCTV5,http://113.102.83.97:4022/rtp/239.77.0.170:5146$IPV4•线路52
CCTV5,http://113.102.83.97:4022/rtp/239.77.0.177:5146$IPV4•线路53
CCTV5,http://117.69.43.137:4022/rtp/238.1.78.171:7240$IPV4•线路54
CCTV5,http://171.213.234.216:8089/rtp/239.93.42.37:5140$IPV4•线路55
CCTV5,http://183.160.35.31:4022/rtp/238.1.78.171:7240$IPV4•线路56
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8$IPV4•线路57
CCTV5,http://183.11.239.36:808/hls/93/index.m3u8$IPV4•线路58
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8$IPV4•线路59
CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8$IPV4•线路60
